date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2024-06-04,2024,1,SHORT,fresh,False,9.573500000000422,0.39700000000038926,TP,20.0,414,2024-06-04 16:57:00+03:00,27.206999999999425,2.3390000000003965,20.617999999999483,2.3390000000003965
2024-06-05,2024,2,LONG,fresh,False,15.764999999999873,0.40000000000009095,EOD,13.0300000000002,485,2024-06-05 23:59:00+03:00,15.333000000000084,7.999999999999545,15.333000000000084,7.999999999999545
2024-06-06,2024,3,SHORT,fresh,False,20.40849999999955,0.3999999999996362,EOD,-21.948499999999513,474,2024-06-06 23:59:00+03:00,0.6945000000000618,24.32849999999962,0.6945000000000618,24.32849999999962
2024-06-07,2024,4,SHORT,fresh,False,18.31500000000051,0.4399999999995998,TP,20.0,32,2024-06-07 11:35:00+03:00,82.2199999999998,0.0,20.299999999999727,0.0
2024-06-10,2024,0,SHORT,prebroken,False,12.1550000000002,0.40000000000009095,EOD,-20.079999999999927,838,2024-06-10 23:59:00+03:00,0.2929999999996653,23.019999999999982,0.2929999999996653,23.019999999999982
2024-06-11,2024,1,LONG,fresh,False,14.863500000000386,0.38999999999987267,EOD,3.651499999999487,521,2024-06-11 23:59:00+03:00,7.001499999999396,7.068500000000313,7.001499999999396,7.068500000000313
2024-06-12,2024,2,LONG,prebroken,False,6.89850000000024,0.387000000000171,TP,20.0,350,2024-06-12 15:51:00+03:00,26.31999999999971,4.510000000000218,20.052999999999884,4.510000000000218
2024-06-13,2024,3,SHORT,fresh,False,17.68000000000029,0.4399999999995998,EOD,3.6350000000002183,559,2024-06-13 23:59:00+03:00,12.1550000000002,18.942000000000007,12.1550000000002,18.942000000000007
2024-06-14,2024,4,LONG,prebroken,False,10.070000000000164,0.38999999999987267,TP,20.0,280,2024-06-14 14:41:00+03:00,23.48999999999978,3.8200000000001637,20.34999999999991,3.8200000000001637
2024-06-17,2024,0,SHORT,prebroken,False,14.858000000000175,0.3900000000003274,EOD,-1.9400000000000546,838,2024-06-17 23:59:00+03:00,7.1729999999997744,10.510000000000218,7.1729999999997744,10.510000000000218
2024-06-18,2024,1,SHORT,prebroken,False,6.758499999999913,0.38000000000010914,EOD,-10.139999999999873,838,2024-06-18 23:59:00+03:00,12.620000000000346,13.86999999999989,12.620000000000346,13.86999999999989
2024-06-19,2024,2,LONG,fresh,False,5.283500000000004,0.3900000000003274,EOD,-4.335000000000036,833,2024-06-19 23:59:00+03:00,2.837999999999738,8.046000000000276,2.837999999999738,8.046000000000276
